trajectory_id,instance_id,repo,total_tokens,assistant_turns,total_tool_calls,exit_status,ends_with_submit,is_error_or_timeout,resolved,has_patch,patch_length,avg_observation_length,num_observations,unique_action_ratio,test_alignment_score,redundant_cmds_ratio,error_retry_count,total_action_pairs,obs_noise_char_ratio,obs_utilization_ratio,truncation_ratio,outcome_success,step_efficiency,observation_noise,action_diversity,composite_Q
chatcmpl-975290a68c7e4344eddf1054258a48d0,pre-commit__pre-commit-566,pre-commit/pre-commit,60762,85,85,submit,True,False,0,True,19935,2498.3882352941177,85,0.9176470588235294,1.0,0.023529411764705882,14,84,0.09624087058480055,0.3018867924528302,1.0,0.5,0.47058823529411764,0.7501611764705882,0.5791326577413876,0.6895550893035505
chatcmpl-f688ef3c61bae3984dcd1f164ac39743,MAIF__arta-37,MAIF/arta,53068,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,1,True,9813,1821.65,100,0.85,1.0,0.02,25,99,0.049960200916751296,0.5151515151515151,1.0,0.0,0.4,0.817835,0.7142014461104602,0.5740953946110461
chatcmpl-0cdb58dfe0c35cdf9542202bf785ec29,PlaidWeb__Publ-354,PlaidWeb/Publ,76120,99,99,submit,True,False,0,True,35014,1989.141414141414,99,0.898989898989899,1.0,0.08080808080808081,22,98,0.07531801447251492,0.2153846153846154,1.0,0.5,0.5050505050505051,0.8010858585858586,0.6683120976235123,0.7130041895603311
chatcmpl-c83894bb17e9949ef950779cda955197,MatterMiners__tardis-77,MatterMiners/tardis,49279,84,84,submit,True,False,0,True,4243,1866.2738095238096,84,0.9404761904761905,1.0,0.047619047619047616,17,83,0.06856034752211881,0.3360995850622407,1.0,0.5,0.47619047619047616,0.813372619047619,0.6053807983729599,0.702782067932534
chatcmpl-13bddad11fbdcf171387469da01a5198,DOV-Vlaanderen__pydov-220,DOV-Vlaanderen/pydov,54330,64,64,submit,True,False,1,True,1331,3344.109375,64,0.828125,1.0,0.109375,4,63,0.012648173327165772,0.3082706766917293,1.0,1.0,0.78125,0.6655890625,0.742390416912177,0.8803274010662177
chatcmpl-e53683be3364a9abc1cc683aada8ea85,tobymao__sqlglot-4347,tobymao/sqlglot,59119,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,34445,1397.67,100,0.93,1.0,0.03,8,99,0.01376576731274192,0.26785714285714285,1.0,0.0,0.4,0.860233,0.6425271060407503,0.573287660604075
chatcmpl-74c9455673bf0678bd099080d5dc7416,andrewgodwin__urlman-12,andrewgodwin/urlman,32414,44,44,submit,True,False,0,True,1961,2886.0,44,0.8181818181818182,1.0,0.11363636363636363,6,43,0.04487966987966988,0.6590909090909091,1.0,0.5,0.9090909090909092,0.7114,0.6717547295996382,0.7807036547781456
chatcmpl-fa75ef2d8c9acba39fbcf92bee3b94fa,pybamm-team__PyBaMM-840,pybamm-team/PyBaMM,99835,75,75,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,14923,4337.92,75,0.9333333333333333,1.0,0.02666666666666667,7,74,0.008520212452050752,0.2761904761904762,1.0,0.0,0.4,0.566208,0.7259421146576684,0.5375254114657668
chatcmpl-64494391998ceb0cd3233e04ff7fe6ed,planetlabs__planet-client-python-816,planetlabs/planet-client-python,82409,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,83755,1705.61,100,0.92,1.0,0.05,14,99,0.034568277625013924,0.4142857142857143,1.0,0.0,0.3,0.829439,0.7838843049632604,0.562804280496326
chatcmpl-f3cad9f6e786507fc6be765a6238ce04,tobymao__sqlglot-292,tobymao/sqlglot,47627,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,1,True,16931,1622.02,100,0.92,1.0,0.05,14,99,0.010850667685971814,0.4457831325301205,1.0,0.0,0.4,0.837798,0.6640716416976934,0.5720768641697693
chatcmpl-7838aee9cc27f0742a11fb537b828cc7,ttu__ruuvitag-sensor-41,ttu/ruuvitag-sensor,40706,58,58,submit,True,False,1,True,2408,1781.051724137931,58,0.8448275862068966,1.0,0.05172413793103448,7,57,0.013213812063774795,0.3490566037735849,1.0,1.0,0.8620689655172414,0.8218948275862069,0.6485397331875846,0.9105519905601378
chatcmpl-ec62d7c9488db3156544c8a454602093,tinosulzer__PyBaMM-183,tinosulzer/PyBaMM,40816,51,51,submit,True,False,0,True,31931,2262.7843137254904,51,0.9607843137254902,1.0,0.0196078431372549,7,50,0.025207535398000035,0.27049180327868855,1.0,0.5,0.7843137254901961,0.773721568627451,0.6583859088908516,0.763759571281242
chatcmpl-4bad076d281e1b0337cc05c864715285,palantir__python-jsonrpc-server-37,palantir/python-jsonrpc-server,58122,76,75,submit,True,False,1,True,13229,3065.2631578947367,76,0.88,1.0,0.04,25,74,0.11571085164835165,0.4061302681992337,1.0,1.0,0.5333333333333333,0.6934736842105264,0.6445533543616327,0.825143054734409
chatcmpl-d028179c8405fab3a97cd01492ce47d7,yukinarit__pyserde-313,yukinarit/pyserde,66209,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,52979,1902.69,100,0.98,1.0,0.02,14,99,0.025127582527894717,0.311787072243346,1.0,0.0,0.3,0.809731,0.7583722676863828,0.5572968767686383
chatcmpl-45b46e657b6271a44a7786ddbdaeae35,spdx__tools-python-467,spdx/tools-python,46729,60,60,submit,True,False,1,True,21713,3087.6666666666665,60,0.8666666666666667,1.0,0.03333333333333333,9,59,0.06487638993846485,0.2647058823529412,1.0,1.0,0.8333333333333333,0.6912333333333334,0.6061770275576855,0.8809693694224352
chatcmpl-fd485bc64996282c29e3b5c0872e9673,tobymao__sqlglot-4430,tobymao/sqlglot,68121,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,13609,2033.6,100,0.93,1.0,0.05,3,99,0.007144964594807238,0.3411764705882353,1.0,0.0,0.3,0.79664,0.6924176276387907,0.5487377627638791
chatcmpl-512c372b33a635b545f82b47e7963e2f,scrapy__scrapy-5705,scrapy/scrapy,49905,73,73,submit,True,False,0,True,2140,2603.7123287671234,73,0.958904109589041,1.0,0.0273972602739726,9,72,0.05838870737776936,0.1892744479495268,1.0,0.5,0.547945205479452,0.7396287671232877,0.6659536261584209,0.7121287187802257
chatcmpl-1e649f46b7cba667e3b93e77fd5c6ca0,twisted__towncrier-677,twisted/towncrier,66363,73,73,submit,True,False,0,True,2966,2197.753424657534,73,0.9315068493150684,1.0,0.0273972602739726,18,72,0.011724301279014686,0.44594594594594594,1.0,0.5,0.547945205479452,0.7802246575342466,0.644527220296085,0.716075461755636
chatcmpl-4157548ec3cad316792cd2b2b6cd6bfb,cuenca-mx__cuenca-python-153,cuenca-mx/cuenca-python,24140,41,41,submit,True,False,1,True,1139,2050.9268292682927,41,0.8536585365853658,1.0,0.024390243902439025,3,40,0.0031514603748454,0.16842105263157894,1.0,1.0,1.0,0.7949073170731707,0.7425062979431986,0.9434867273552955
chatcmpl-c17e5f27cabea06c362b1177f8817086,phanrahan__magma-1018,phanrahan/magma,60411,84,84,submit,True,False,0,True,1397,2601.8571428571427,84,0.9166666666666666,1.0,0.023809523809523808,13,83,0.08873240725489119,0.18407960199004975,1.0,0.5,0.47619047619047616,0.7398142857142858,0.5502430517185585,0.6862345432670939
chatcmpl-a46aca3593002916b5f7ad079800e6ba,corteva__geocube-166,corteva/geocube,24634,36,36,submit,True,False,0,True,467,4270.055555555556,36,0.9166666666666666,1.0,0.027777777777777776,5,35,0.028746698585758707,0.16666666666666666,1.0,0.5,1.0,0.5729944444444444,0.7007679318310256,0.7810259598497692
chatcmpl-dfc764818d7dbe730239bd8662c3f874,abs-tudelft__vhdeps-21,abs-tudelft/vhdeps,65946,62,62,submit,True,False,1,True,7370,4933.580645161291,62,0.8870967741935484,1.0,0.04838709677419355,19,61,0.04624986105753199,0.417910447761194,1.0,1.0,0.6451612903225806,0.5066419354838709,0.6628536376625355,0.8213139121533504
chatcmpl-88a9c76947d603e72600f3ef04783c23,twisted__towncrier-588,twisted/towncrier,45501,58,58,submit,True,False,0,True,1829,2144.5172413793102,58,0.896551724137931,1.0,0.08620689655172414,5,57,0.019142641218182696,0.484375,1.0,0.5,0.6896551724137931,0.785548275862069,0.672673763898,0.7480306522518689
chatcmpl-edc53205924bee98e2b0cbdcb2c23d47,wangronin__Bayesian-Optimization-12,wangronin/Bayesian-Optimization,69215,61,61,submit,True,False,0,True,19949,3676.377049180328,61,0.9508196721311475,1.0,0.03278688524590164,2,60,0.08754163712493145,0.3218390804597701,1.0,0.5,0.8196721311475409,0.6323622950819672,0.6195859724333649,0.7457473677351398
chatcmpl-4cebcf5f10e824d2d3943df96f4f2872,asottile__pyupgrade-890,asottile/pyupgrade,55070,95,95,submit,True,False,1,True,1453,2435.4736842105262,95,0.8526315789473684,1.0,0.031578947368421054,9,94,0.021718459610148247,0.3125,1.0,1.0,0.5263157894736842,0.7564526315789474,0.5553468592727712,0.8242657385588561
chatcmpl-5e2e96a235d801f6891a39b9e6c96551,ppizarror__pygame-menu-449,ppizarror/pygame-menu,67976,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,58279,1667.68,100,0.94,1.0,0.04,7,99,0.048258658735488826,0.3488372093023256,1.0,0.0,0.3,0.833232,0.7308435127689971,0.5580691512768997
chatcmpl-afaeb7361a935f9a78cf42e1f16b3b8b,scipp__plopp-151,scipp/plopp,40269,64,64,submit,True,False,1,True,18833,2235.953125,64,0.84375,1.0,0.125,9,63,0.024129810413623946,0.30578512396694213,1.0,1.0,0.625,0.7764046875,0.6233304312789738,0.8537937462528974
chatcmpl-2161bc5c322a97fb9c019b096760c5ec,newAM__monitorcontrol-20,newAM/monitorcontrol,68042,78,78,submit,True,False,0,True,7417,3300.6153846153848,78,0.8717948717948718,1.0,0.07692307692307693,31,77,0.03793387402504583,0.5570469798657718,1.0,0.5,0.641025641025641,0.6699384615384616,0.6635140653523569,0.7200473039711333
chatcmpl-cda0862bffb0cb0e7cbe3c9aec7be3b8,python-pillow__Pillow-6504,python-pillow/Pillow,60257,89,89,submit,True,False,0,True,22146,2458.9775280898875,89,0.8089887640449438,1.0,0.06741573033707865,11,88,0.11995028535657005,0.19287833827893175,1.0,0.5,0.5617977528089888,0.7541022471910113,0.656634225977352,0.7161383102381845
chatcmpl-e7a0adebcfa6d56d0d18ca2dc12d1657,wemake-services__wemake-python-styleguide-2619,wemake-services/wemake-python-styleguide,58154,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,29603,1446.58,100,0.92,1.0,0.05,9,99,0.005322899528543185,0.23863636363636365,1.0,0.0,0.3,0.855342,0.7008459205242019,0.5583858920524202
chatcmpl-7a04914af65c8b125e7129a655787461,docker__docker-py-1385,docker/docker-py,43212,54,54,submit,True,False,1,True,27262,3043.9444444444443,54,0.8703703703703703,1.0,0.07407407407407407,10,53,0.026105260596326646,0.18072289156626506,1.0,1.0,0.7407407407407407,0.6956055555555556,0.708431180146737,0.8733320994961552
chatcmpl-0320d6ba505c82f04f6f67b281daed9c,mhostetter__galois-219,mhostetter/galois,36355,36,36,submit,True,False,1,True,8716,3768.222222222222,36,0.9722222222222222,1.0,0.027777777777777776,5,35,0.04534263136167954,0.16666666666666666,1.0,1.0,1.0,0.6231777777777778,0.7361221335415513,0.9170888800208218
chatcmpl-afee70a4a35cefee47949dbd713c0ab2,pybamm-team__PyBaMM-2258,pybamm-team/PyBaMM,63706,68,68,submit,True,False,0,True,1643,3115.1176470588234,68,0.8529411764705882,1.0,0.058823529411764705,9,67,0.10183261891723473,0.2711864406779661,1.0,0.5,0.5882352941176471,0.6884882352941177,0.6690166618020849,0.7128219602978556
chatcmpl-074cb58b241ca26e2ae93213302158d2,steemit__tinman-166,steemit/tinman,71260,87,87,submit,True,False,0,True,7896,2994.3563218390805,87,0.8620689655172413,1.0,0.011494252873563218,9,86,0.06707253876065702,0.5,1.0,0.5,0.45977011494252873,0.700564367816092,0.6018427217340186,0.6822229503343213
chatcmpl-1a53218d5060f4b8351cf82fed6ffc9e,canonical__operator-1317,canonical/operator,67285,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,27470,1674.58,100,0.9,1.0,0.05,22,99,0.026251358549606467,0.47058823529411764,1.0,0.0,0.3,0.832542,0.713793203313192,0.5562606203313192
chatcmpl-c9f5a087a8ce224b2d3d418e1fa197d6,burnash__gspread-1487,burnash/gspread,38905,54,54,submit,True,False,0,True,2393,2485.8518518518517,54,0.9814814814814815,1.0,0.018518518518518517,6,53,0.011859709764891683,0.344,1.0,0.5,0.7407407407407407,0.7514148148148148,0.6460646356306219,0.7504668339334326
chatcmpl-00d556e9caa43d243c301d099082d47d,cekit__cekit-893,cekit/cekit,54823,67,67,submit,True,False,1,True,3396,2942.9701492537315,67,0.8955223880597015,1.0,0.04477611940298507,11,66,0.04905187672115185,0.29292929292929293,1.0,1.0,0.7462686567164178,0.7057029850746268,0.7005563143103102,0.8751648105355087
chatcmpl-ad186592519acda46d0f4e2dddfd48ce,pybamm-team__PyBaMM-4562,pybamm-team/PyBaMM,67563,76,76,submit,True,False,0,True,22401,2002.3552631578948,76,0.7631578947368421,1.0,0.15789473684210525,13,75,0.013300126824331873,0.3273809523809524,1.0,0.5,0.6578947368421052,0.7997644736842106,0.6523364351060825,0.7417772619316608
chatcmpl-8d324fa6f41dd5b552a156889a888391,tobymao__sqlglot-4110,tobymao/sqlglot,51734,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,9633,1113.05,100,0.73,1.0,0.14,6,99,0.003018732312115359,0.4485981308411215,1.0,0.0,0.3,0.888695,0.7210194362354154,0.5654061936235415
chatcmpl-05d00458c06bba419c0d77c2b83f8ead,barrust__pyspellchecker-132,barrust/pyspellchecker,32688,68,68,submit,True,False,0,True,13614,2392.1029411764707,68,0.8382352941176471,1.0,0.014705882352941176,1,67,0.02412349458696815,0.5308641975308642,1.0,0.5,0.5882352941176471,0.760789705882353,0.6791719675222789,0.7246827114581101
chatcmpl-9f611968cf5754a5c2a3cb7c073254e8,betamaxpy__betamax-170,betamaxpy/betamax,48824,64,64,submit,True,False,1,True,3778,2270.859375,64,0.953125,1.0,0.03125,11,63,0.031492758110572124,0.34838709677419355,1.0,1.0,0.625,0.7729140624999999,0.661243552189247,0.8570614645939247
chatcmpl-8670de7f7a0f2a1bda89147a2a034818,ESMValGroup__ESMValCore-2343,ESMValGroup/ESMValCore,64649,76,76,submit,True,False,0,True,15840,3486.3289473684213,76,0.9342105263157895,1.0,0.05263157894736842,8,75,0.027000200029438294,0.24669603524229075,1.0,0.5,0.5263157894736842,0.6513671052631579,0.6395426297635167,0.6919224866605621
chatcmpl-01907a9d624cb8e3fb320d2314b37a97,prjemian__spec2nexus-301,prjemian/spec2nexus,69211,53,53,submit,True,False,0,True,2217,4433.433962264151,53,0.9433962264150944,1.0,0.03773584905660377,7,52,0.015678463816965426,0.3375796178343949,1.0,0.5,0.7547169811320754,0.556656603773585,0.649682553436001,0.7244101421360529
chatcmpl-ee901a405ed2e075ae6e41f8987a13c4,ReactiveX__RxPY-507,ReactiveX/RxPY,30954,47,47,submit,True,False,1,True,3031,2043.7021276595744,47,0.8936170212765957,1.0,0.06382978723404255,11,46,0.07150144710267141,0.25,1.0,1.0,0.851063829787234,0.7956297872340425,0.6431887043748514,0.9038761044800384
chatcmpl-9c2426a2f2a1ca22cce38c2a61950f53,angr__claripy-450,angr/claripy,28240,42,42,submit,True,False,1,True,427,3337.3333333333335,42,0.9523809523809523,1.0,0.023809523809523808,3,41,0.004537412248159352,0.2857142857142857,1.0,1.0,0.9523809523809523,0.6662666666666667,0.631854990352862,0.9036016895114767
chatcmpl-5325825eb7dfcc0a41e8a3a270dd131d,pypa__setuptools_scm-285,pypa/setuptools_scm,44562,61,61,submit,True,False,0,True,5683,2990.2622950819673,61,0.9672131147540983,1.0,0.01639344262295082,11,60,0.0419503744394373,0.3837837837837838,1.0,0.5,0.6557377049180328,0.7009737704918033,0.6394432776552202,0.7252379343228991
chatcmpl-0e88f16bee4d5b44d0ac65696c63dbae,reata__sqllineage-501,reata/sqllineage,34188,43,43,submit,True,False,0,True,557,2231.767441860465,43,0.8837209302325582,1.0,0.023255813953488372,13,42,0.15006356417898006,0.11870503597122302,1.0,0.5,0.9302325581395349,0.7768232558139535,0.6305675515920616,0.7906267551592061
chatcmpl-0bd452f66a7186e0cebc3ac4006d2387,dask__dask-2205,dask/dask,60244,80,80,submit,True,False,1,True,31662,2658.7875,80,0.8875,1.0,0.0375,9,79,0.007992364940785979,0.32978723404255317,1.0,1.0,0.625,0.7341212500000001,0.5796366814379023,0.8430818556437902
chatcmpl-631687a060ecc7f6428d4f7797e9f2b1,hgrecco__pint-1633,hgrecco/pint,58573,97,97,submit,True,False,0,True,28757,2031.9381443298969,97,0.9381443298969072,1.0,0.0,13,96,0.011618585678190544,0.29515418502202645,1.0,0.5,0.41237113402061853,0.7968061855670103,0.6022918934570846,0.6872243439848836
chatcmpl-ecc1fd7fababe11e29d3406da8829250,hugovk__pypistats-86,hugovk/pypistats,64909,46,46,submit,True,False,0,True,17755,5138.586956521739,46,0.9565217391304348,1.0,0.043478260869565216,11,45,0.06390692755156002,0.36134453781512604,1.0,0.5,0.8695652173913043,0.4861413043478261,0.6489335589153145,0.7367275950219662
chatcmpl-9316655e861bd3b84a0e99ac6489e2d5,xCDAT__xcdat-569,xCDAT/xcdat,56283,84,84,submit,True,False,1,True,1829,1771.3333333333333,84,0.9285714285714286,1.0,0.047619047619047616,10,83,0.01288375719124684,0.35185185185185186,1.0,1.0,0.47619047619047616,0.8228666666666666,0.6336043358349013,0.8320285288215854
chatcmpl-6c8b9c0cfd5af77a92d19d1cf365b640,astropy__pyvo-613,astropy/pyvo,36504,52,52,submit,True,False,0,True,903,2786.576923076923,52,0.9230769230769231,1.0,0.0,5,51,0.019530441263750673,0.4491525423728814,1.0,0.5,0.7692307692307693,0.7213423076923078,0.6243845869430867,0.7494859586943086
chatcmpl-82279509a946c5c1f7962a5e49ed0777,encode__uvicorn-1600,encode/uvicorn,50482,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,15177,1371.77,100,0.77,1.0,0.07,13,99,0.013588283750191358,0.2849462365591398,1.0,0.0,0.3,0.862823,0.6924176276387907,0.558665212763879
chatcmpl-18c90ae8d4e0fdac81ceec2a78808991,feder-observatory__stellarphot-280,feder-observatory/stellarphot,55779,56,56,submit,True,False,1,True,1832,3279.5535714285716,56,0.8571428571428571,1.0,0.125,6,55,0.021779967874547387,0.4074074074074074,1.0,1.0,0.7142857142857142,0.6720446428571428,0.6709176308463058,0.8607556023703449
chatcmpl-697fa219c40c8689a909d1d44b976037,tornadoweb__tornado-2545,tornadoweb/tornado,46870,66,66,submit,True,False,0,True,23837,1824.1060606060605,66,0.9696969696969697,1.0,0.015151515151515152,24,65,0.035700343048899005,0.330188679245283,1.0,0.5,0.6060606060606061,0.8175893939393939,0.6314388352701878,0.731994413830049
chatcmpl-433454ed09c8644aea25700bf96a8f79,pyiron__pyiron_base-267,pyiron/pyiron_base,49157,68,68,submit,True,False,1,True,6824,2811.0588235294117,68,0.8823529411764706,1.0,0.029411764705882353,10,67,0.07998870009207332,0.3399014778325123,1.0,1.0,0.7352941176470589,0.7188941176470589,0.6735377115339078,0.8722467123298615
chatcmpl-e4b1d1f159bcc1055b1d54ccc96321f7,conan-io__conan-4380,conan-io/conan,58019,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,28376,1379.98,100,0.89,1.0,0.08,7,99,0.010608849403614545,0.27636363636363637,1.0,0.0,0.3,0.8620019999999999,0.7346025475433772,0.5627605547543377
chatcmpl-85585253415550019dd3da50a583739c,stan-dev__cmdstanpy-677,stan-dev/cmdstanpy,46714,65,65,submit,True,False,0,True,15724,1852.4,65,0.8923076923076924,1.0,0.015384615384615385,7,64,0.06397521718186801,0.26256983240223464,1.0,0.5,0.6153846153846154,0.8147599999999999,0.6298017955901931,0.7332711026359425
chatcmpl-cc7ddeeee869c39e4dc74fec2c49abc4,tortoise__tortoise-orm-302,tortoise/tortoise-orm,80303,60,60,submit,True,False,1,True,22074,3893.75,60,0.8666666666666667,1.0,0.03333333333333333,20,59,0.07734617442482611,0.18004866180048662,1.0,1.0,0.8333333333333333,0.610625,0.6427923186015748,0.8725396485268242
chatcmpl-fd00123488876a1faccaa020cd0bf375,spacetelescope__jwst-7978,spacetelescope/jwst,72827,93,93,submit,True,False,0,True,36942,1792.978494623656,93,0.9139784946236559,1.0,0.021505376344086023,21,92,0.039466976917125945,0.5,1.0,0.5,0.4301075268817205,0.8207021505376344,0.608452440039743,0.6949720719609634
chatcmpl-f9ef848d5929d561a0c5c72b8f27e2f5,getsentry__sentry-python-3501,getsentry/sentry-python,68322,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,17963,1896.58,100,0.94,1.0,0.04,8,99,0.019545708591253732,0.3129496402877698,1.0,0.0,0.3,0.810342,0.6825197667404693,0.5498032766740469
chatcmpl-88525f25b0c239b115db6a253bad0722,locustio__locust-1113,locustio/locust,42846,57,57,submit,True,False,1,True,24597,1961.8245614035088,57,0.9824561403508771,1.0,0.017543859649122806,9,56,0.066649377593361,0.16875,1.0,1.0,0.7017543859649122,0.8038175438596491,0.6736780213089427,0.8782913109028241
chatcmpl-0824100e581047bdce7e3ba8dcb77226,openmc-dev__openmc-1380,openmc-dev/openmc,44098,59,59,submit,True,False,0,True,4933,3031.0677966101694,59,0.9491525423728814,1.0,0.05084745762711865,5,58,0.04158628441059536,0.3282442748091603,1.0,0.5,0.847457627118644,0.696893220338983,0.6237797312749287,0.7614034816020692
chatcmpl-0432d5328d6866ab3d17cc705b9e51a4,allrod5__parameters-validation-6,allrod5/parameters-validation,35052,53,53,submit,True,False,1,True,21357,3031.622641509434,53,0.8490566037735849,1.0,0.07547169811320754,5,52,0.02749632801414026,0.5233644859813084,1.0,1.0,0.7547169811320754,0.6968377358490566,0.6846371597047773,0.8739327725742513
chatcmpl-1d8471499247adef4fdbf35db3e96f39,beetbox__beets-4359,beetbox/beets,62782,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,1,True,25704,1714.6,100,0.73,1.0,0.13,2,99,0.017572611687857228,0.25,1.0,0.0,0.3,0.82854,0.7045746855208039,0.5547384685520803
chatcmpl-e454b2c3acabc0214d8a033ebc39e59d,btubbs__sseclient-39,btubbs/sseclient,61643,74,74,submit,True,False,0,True,68385,2652.5675675675675,74,0.8648648648648649,1.0,0.02702702702702703,17,73,0.044271231341382646,0.6330275229357798,1.0,0.5,0.5405405405405406,0.7347432432432432,0.6006932113384295,0.7033889157284376
chatcmpl-e7280371330f6cfc11a0d1a740032a34,tobymao__sqlglot-1703,tobymao/sqlglot,35348,71,71,submit,True,False,1,True,1322,1144.2535211267605,71,0.9436619718309859,1.0,0.0,8,70,0.00908397134487088,0.2972972972972973,1.0,1.0,0.5633802816901409,0.885574647887324,0.6448905888247402,0.8600013124036009
chatcmpl-45046d875ec2ecd3dd060bc85e616817,spdx__tools-python-768,spdx/tools-python,37919,51,51,submit,True,False,1,True,15361,2674.3333333333335,51,0.803921568627451,1.0,0.13725490196078433,8,50,0.16196083319280596,0.24489795918367346,1.0,1.0,0.7843137254901961,0.7325666666666666,0.6583859088908516,0.8825863359871244
chatcmpl-26f4d0563e67b54a1a9fdc89825eb61a,eliben__pycparser-346,eliben/pycparser,26999,50,50,submit,True,False,1,True,2452,2707.6,50,0.98,1.0,0.02,1,49,0.009440094548677795,0.3815789473684211,1.0,1.0,0.8,0.72924,0.7010000336986755,0.8894860033698676
chatcmpl-425c344966585e474a6bfb12e3e7adef,networkx__networkx-2773,networkx/networkx,31106,42,42,submit,True,False,0,True,31563,2634.8571428571427,42,0.9761904761904762,1.0,0.023809523809523808,3,41,0.02425359647220415,0.23076923076923078,1.0,0.5,0.9523809523809523,0.7365142857142857,0.6950044681955984,0.7954537801528931
chatcmpl-941ed1c5464ad6ea185968d5d5b31618,sphinx-gallery__sphinx-gallery-890,sphinx-gallery/sphinx-gallery,38107,63,63,submit,True,False,1,True,1344,2295.222222222222,63,0.9523809523809523,1.0,0.015873015873015872,9,62,0.05501421171654022,0.1625615763546798,1.0,1.0,0.6349206349206349,0.7704777777777778,0.6047562124326435,0.853031414894058
chatcmpl-e4469a7c1f794e8d44eebedc13f13e24,wemake-services__wemake-python-styleguide-1869,wemake-services/wemake-python-styleguide,50116,47,47,submit,True,False,0,True,1946,3776.2978723404253,47,0.8723404255319149,1.0,0.0851063829787234,9,46,0.04860101641819636,0.10897435897435898,1.0,0.5,0.851063829787234,0.6223702127659574,0.7003223578683717,0.7586005336591777
chatcmpl-f136ddf483b1afdb446639c6499b56a5,awdeorio__mailmerge-95,awdeorio/mailmerge,64103,70,70,submit,True,False,1,True,52081,3862.4,70,0.9285714285714286,1.0,0.02857142857142857,9,69,0.0696162267723991,0.5082872928176796,1.0,1.0,0.5714285714285714,0.61376,0.6196222629756558,0.8183119405832799
chatcmpl-c20ab3e8155c3c4604ab8174413f09c1,terrapower__armi-1117,terrapower/armi,39263,52,52,submit,True,False,0,True,7107,2552.153846153846,52,0.9807692307692307,1.0,0.0,2,51,0.0333504129242269,0.2318840579710145,1.0,0.5,0.7692307692307693,0.7447846153846154,0.7112766037818695,0.7616915065320331
chatcmpl-9a66143da5e59ba4db6a689fca5f54c9,adamchainz__time-machine-433,adamchainz/time-machine,44606,57,57,submit,True,False,1,True,11452,3116.8947368421054,57,0.8245614035087719,1.0,0.10526315789473684,8,56,0.014420560274227048,0.4065934065934066,1.0,1.0,0.7017543859649122,0.6883105263157895,0.6755921117828577,0.8611566673186367
chatcmpl-fc21bfdc6c88c52d6eec28c60ed442bd,iterative__dvc-3992,iterative/dvc,43380,69,69,submit,True,False,1,True,1297,2636.4202898550725,69,0.9420289855072463,1.0,0.014492753623188406,19,68,0.023692644286004847,0.25,1.0,1.0,0.5797101449275363,0.7363579710144927,0.6521860619869624,0.8416143308363775
chatcmpl-7e6bae35d579cc36e85329b2137ca690,StevenLooman__python-didl-lite-14,StevenLooman/python-didl-lite,29554,43,43,submit,True,False,1,True,1523,3445.3023255813955,43,0.8604651162790697,1.0,0.09302325581395349,3,42,0.006264006264006264,0.48936170212765956,1.0,1.0,1.0,0.6554697674418605,0.7091662846177583,0.9192370935780548
chatcmpl-27d1f61613df54261ae801320f22bf38,ejulio__spider-feeder-12,ejulio/spider-feeder,46634,57,57,submit,True,False,0,True,11732,4129.0526315789475,57,0.8245614035087719,1.0,0.05263157894736842,5,56,0.03704600690018525,0.3032258064516129,1.0,0.5,0.8771929824561403,0.5870947368421052,0.71284017866431,0.7597868248839748
chatcmpl-13e20b5bdbea2ab218f5b5d621304a24,python-pillow__Pillow-3965,python-pillow/Pillow,66099,64,64,submit,True,False,0,True,19860,3264.671875,64,0.875,1.0,0.03125,12,63,0.03856149402457176,0.1702127659574468,1.0,0.5,0.625,0.6735328125,0.662371703258936,0.7172670922008937
chatcmpl-a2bb9974d25cddbb16aa24b67c2f3dd8,BrandwatchLtd__api_sdk-62,BrandwatchLtd/api_sdk,20177,32,32,submit,True,False,1,True,2792,1223.65625,32,0.9375,1.0,0.0625,3,31,0.06080649692264474,0.4528301886792453,1.0,1.0,1.0,0.877634375,0.7108372139076619,0.9527288776407661
